96      , -2865.77    , array([ 0.872499   ,  1.56201    ,  1.33516    ,  0.0789809  ,  3.82821    ,  0.757119   ])
102     , -2814.94    , array([ 0.961206   ,  1.58361    ,  1.23948    ,  0.0601896  ,  4.27642    ,  0.728319   ])
108     , -2686.39    , array([ 0.964634   ,  1.55503    ,  1.22057    ,  0.038122   ,  4.07178    ,  0.772939   ])
114     , -2681.74    , array([ 0.941413   ,  1.57255    ,  1.26014    ,  0.0646448  ,  4.21863    ,  0.760353   ])
120     , -2759.36    , array([ 0.967159   ,  1.57341    ,  1.22406    ,  0.0465314  ,  4.226      ,  0.757462   ])
126     , -2726.85    , array([ 0.964323   ,  1.57496    ,  1.22757    ,  0.0473835  ,  4.18851    ,  0.746631   ])
132     , -2685.62    , array([ 0.960589   ,  1.57602    ,  1.22254    ,  0.0458578  ,  4.15461    ,  0.744234   ])
138     , -2680.86    , array([ 0.947892   ,  1.56588    ,  1.22708    ,  0.048942   ,  4.14419    ,  0.769112   ])
144     , -2673.47    , array([ 0.945528   ,  1.56718    ,  1.25107    ,  0.0580152  ,  4.16743    ,  0.762497   ])
150     , -2670.91    , array([ 0.949072   ,  1.57173    ,  1.24104    ,  0.0534869  ,  4.13501    ,  0.749415   ])
156     , -2670.88    , array([ 0.94997    ,  1.56905    ,  1.24044    ,  0.0514306  ,  4.12215    ,  0.753151   ])
162     , -2670.99    , array([ 0.952171   ,  1.56705    ,  1.24129    ,  0.050811   ,  4.10534    ,  0.751653   ])
168     , -2670.15    , array([ 0.948058   ,  1.56226    ,  1.25234    ,  0.053243   ,  4.08032    ,  0.755704   ])
174     , -2670.11    , array([ 0.948784   ,  1.5648     ,  1.2486     ,  0.0532283  ,  4.09325    ,  0.753306   ])
180     , -2668.8     , array([ 0.947391   ,  1.55148    ,  1.2667     ,  0.0534898  ,  3.98661    ,  0.755305   ])
186     , -2668.16    , array([ 0.951341   ,  1.54754    ,  1.2661     ,  0.0505092  ,  3.95682    ,  0.755949   ])
192     , -2665.82    , array([ 0.951519   ,  1.52375    ,  1.3019     ,  0.0513097  ,  3.77404    ,  0.756641   ])
198     , -2663.87    , array([ 0.951869   ,  1.48813    ,  1.35324    ,  0.0501297  ,  3.51415    ,  0.761794   ])
204     , -2665.19    , array([ 0.951505   ,  1.43292    ,  1.439      ,  0.0496017  ,  3.14906    ,  0.772572   ])
210     , -2663.59    , array([ 0.955297   ,  1.46433    ,  1.38384    ,  0.0478745  ,  3.35544    ,  0.766162   ])
216     , -2663.42    , array([ 0.95472    ,  1.44587    ,  1.41533    ,  0.0478493  ,  3.22513    ,  0.767616   ])
222     , -2663.35    , array([ 0.953015   ,  1.46389    ,  1.39266    ,  0.0495807  ,  3.33815    ,  0.762236   ])
228     , -2663.5     , array([ 0.95495    ,  1.46028    ,  1.39625    ,  0.0482638  ,  3.31466    ,  0.762971   ])
234     , -2663.38    , array([ 0.952717   ,  1.45167    ,  1.41448    ,  0.0497977  ,  3.24174    ,  0.760057   ])
240     , -2663.24    , array([ 0.953536   ,  1.45983    ,  1.39542    ,  0.0494181  ,  3.31124    ,  0.762695   ])
246     , -2663.18    , array([ 0.953572   ,  1.45446    ,  1.40505    ,  0.0491194  ,  3.26721    ,  0.761633   ])
252     , -2663.16    , array([ 0.953512   ,  1.45528    ,  1.40224    ,  0.0493442  ,  3.27463    ,  0.761727   ])
258     , -2663.03    , array([ 0.953786   ,  1.45487    ,  1.40255    ,  0.0488793  ,  3.26263    ,  0.759985   ])
264     , -2663.08    , array([ 0.953818   ,  1.44594    ,  1.41587    ,  0.0490121  ,  3.20003    ,  0.759821   ])
270     , -2662.84    , array([ 0.954081   ,  1.45597    ,  1.39887    ,  0.048447   ,  3.2581     ,  0.757263   ])
276     , -2662.62    , array([ 0.953908   ,  1.44792    ,  1.41116    ,  0.0483299  ,  3.17711    ,  0.751431   ])
282     , -2662.29    , array([ 0.952803   ,  1.46045    ,  1.39081    ,  0.0489267  ,  3.24183    ,  0.745724   ])
288     , -2661.71    , array([ 0.952751   ,  1.47568    ,  1.36005    ,  0.047565   ,  3.24384    ,  0.722447   ])
294     , -2661.86    , array([ 0.953451   ,  1.47746    ,  1.34623    ,  0.0460859  ,  3.18991    ,  0.708392   ])
300     , -2659.74    , array([ 0.948593   ,  1.52355    ,  1.27932    ,  0.0502356  ,  3.45317    ,  0.69278    ])
306     , -2655.81    , array([ 0.938865   ,  1.58474    ,  1.18308    ,  0.056788   ,  3.61239    ,  0.635509   ])
312     , -2650.27    , array([ 0.92944    ,  1.65967    ,  1.07918    ,  0.0622115  ,  3.74334    ,  0.565671   ])
318     , -2645.09    , array([ 0.904606   ,  1.81665    ,  0.888247   ,  0.080926   ,  3.76792    ,  0.42083    ])
324     , -2647.37    , array([ 0.926794   ,  1.65919    ,  1.07022    ,  0.0635836  ,  3.60997    ,  0.545211   ])
330     , -2633.97    , array([ 0.910419   ,  1.78815    ,  0.909567   ,  0.0720658  ,  3.62568    ,  0.427993   ])
336     , -2635.51    , array([ 0.896153   ,  1.88918    ,  0.807137   ,  0.0822178  ,  3.61716    ,  0.355687   ])
342     , -2614.73    , array([ 0.903839   ,  1.92906    ,  0.756867   ,  0.0639354  ,  3.47258    ,  0.322456   ])
348     , -2591.88    , array([ 0.870663   ,  2.32395    ,  0.488022   ,  0.0702505  ,  3.19363    ,  0.161897   ])
354     , -2580.97    , array([ 0.86519    ,  2.43901    ,  0.426078   ,  0.0621374  ,  2.84331    ,  0.123726   ])
360     , -2588.44    , array([ 0.864836   ,  2.37341    ,  0.459562   ,  0.0688125  ,  2.91889    ,  0.138154   ])
366     , -2587.43    , array([ 0.855144   ,  2.57501    ,  0.371288   ,  0.0633389  ,  2.70722    ,  0.0987425  ])
372     , -2580.17    , array([ 0.863118   ,  2.41771    ,  0.431567   ,  0.0625532  ,  2.66705    ,  0.119247   ])
378     , -2579.72    , array([ 0.857896   ,  2.48066    ,  0.400346   ,  0.0590486  ,  2.40376    ,  0.0990323  ])
384     , -2579.68    , array([ 0.85796    ,  2.49591    ,  0.395336   ,  0.0596961  ,  2.47343    ,  0.0998912  ])
390     , -2579.89    , array([ 0.86325    ,  2.39694    ,  0.439219   ,  0.0622579  ,  2.59817    ,  0.119452   ])
396     , -2579.95    , array([ 0.863185   ,  2.39691    ,  0.437433   ,  0.061891   ,  2.57315    ,  0.118293   ])
402     , -2579.29    , array([ 0.861254   ,  2.44788    ,  0.418973   ,  0.0609455  ,  2.5892     ,  0.111341   ])
408     , -2579.02    , array([ 0.860429   ,  2.44691    ,  0.419723   ,  0.0608951  ,  2.54464    ,  0.109563   ])
414     , -2579.01    , array([ 0.862703   ,  2.41432    ,  0.437947   ,  0.0619022  ,  2.63555    ,  0.118513   ])
420     , -2578.47    , array([ 0.858379   ,  2.46282    ,  0.41531    ,  0.0608971  ,  2.49312    ,  0.105144   ])
426     , -2577.92    , array([ 0.856442   ,  2.46223    ,  0.419915   ,  0.0622671  ,  2.46699    ,  0.10408    ])
432     , -2577.58    , array([ 0.849463   ,  2.56834    ,  0.38126    ,  0.0607196  ,  2.3394     ,  0.0862229  ])
438     , -2574.75    , array([ 0.844155   ,  2.5845     ,  0.393219   ,  0.0623233  ,  2.27215    ,  0.082188   ])
444     , -2574.11    , array([ 0.845114   ,  2.49942    ,  0.445697   ,  0.065988   ,  2.33003    ,  0.0939454  ])
450     , -2571.96    , array([ 0.833096   ,  2.62094    ,  0.419523   ,  0.0669273  ,  2.17675    ,  0.075459   ])
456     , -2567.63    , array([ 0.811124   ,  2.82177    ,  0.418275   ,  0.0692708  ,  1.98398    ,  0.0546519  ])
462     , -2563.01    , array([ 0.807228   ,  2.89447    ,  0.427691   ,  0.0715327  ,  2.15576    ,  0.0549223  ])
468     , -2555.28    , array([ 0.754716   ,  3.63722    ,  0.38892    ,  0.0782511  ,  1.93622    ,  0.0241387  ])
474     , -2548.1     , array([ 0.756159   ,  3.72488    ,  0.424407   ,  0.0796682  ,  2.44638    ,  0.0284926  ])
480     , -2550.43    , array([ 0.700832   ,  4.88216    ,  0.452284   ,  0.0997638  ,  2.96232    ,  0.0148991  ])
486     , -2544.2     , array([ 0.723945   ,  4.35889    ,  0.383828   ,  0.0855301  ,  2.32683    ,  0.0165331  ])
492     , -2542.32    , array([ 0.745333   ,  4.01007    ,  0.387922   ,  0.0811143  ,  2.51804    ,  0.0232196  ])
498     , -2541.9     , array([ 0.738976   ,  4.12398    ,  0.387026   ,  0.0813661  ,  2.47625    ,  0.0209347  ])
504     , -2539.32    , array([ 0.719373   ,  4.62786    ,  0.374336   ,  0.0838315  ,  2.64583    ,  0.0156288  ])
510     , -2539.25    , array([ 0.712476   ,  4.92587    ,  0.334743   ,  0.0795356  ,  2.58869    ,  0.0125547  ])
516     , -2540.29    , array([ 0.736864   ,  4.29472    ,  0.362949   ,  0.0802362  ,  2.65327    ,  0.0197341  ])
522     , -2539.52    , array([ 0.722042   ,  4.58324    ,  0.378213   ,  0.0845338  ,  2.73701    ,  0.0166624  ])
528     , -2539.14    , array([ 0.693137   ,  5.38947    ,  0.351806   ,  0.0849722  ,  2.70562    ,  0.00994716 ])
534     , -2538.91    , array([ 0.701496   ,  5.13685    ,  0.353058   ,  0.0850796  ,  2.67328    ,  0.0113973  ])
540     , -2538.68    , array([ 0.704863   ,  5.05591    ,  0.349749   ,  0.0826926  ,  2.60933    ,  0.0116903  ])
546     , -2538.67    , array([ 0.701741   ,  5.12809    ,  0.350818   ,  0.0835264  ,  2.61114    ,  0.011195   ])
552     , -2538.71    , array([ 0.699485   ,  5.17803    ,  0.352379   ,  0.0841705  ,  2.6113     ,  0.0108657  ])
558     , -2538.66    , array([ 0.704191   ,  5.07123    ,  0.347791   ,  0.082748   ,  2.59239    ,  0.0115022  ])
564     , -2538.66    , array([ 0.70317    ,  5.09181    ,  0.350153   ,  0.0831829  ,  2.60343    ,  0.0114099  ])
570     , -2538.65    , array([ 0.70247    ,  5.11521    ,  0.348644   ,  0.0831199  ,  2.60223    ,  0.0112419  ])
576     , -2538.66    , array([ 0.703374   ,  5.09394    ,  0.347621   ,  0.0828062  ,  2.59458    ,  0.0113534  ])
582     , -2538.65    , array([ 0.703326   ,  5.09148    ,  0.348494   ,  0.0828982  ,  2.59391    ,  0.0113688  ])
588     , -2538.65    , array([ 0.703207   ,  5.09519    ,  0.349381   ,  0.0831398  ,  2.60751    ,  0.0114032  ])
594     , -2538.65    , array([ 0.703276   ,  5.09244    ,  0.349143   ,  0.0830708  ,  2.60189    ,  0.0113974  ])
600     , -2538.65    , array([ 0.703257   ,  5.09382    ,  0.349007   ,  0.0830484  ,  2.60242    ,  0.0113901  ])
606     , -2538.65    , array([ 0.703381   ,  5.09125    ,  0.348754   ,  0.0829951  ,  2.60115    ,  0.0114021  ])
612     , -2538.65    , array([ 0.70344    ,  5.0899     ,  0.348915   ,  0.0830138  ,  2.60324    ,  0.0114208  ])
618     , -2538.65    , array([ 0.703437   ,  5.0897     ,  0.348871   ,  0.0830026  ,  2.602      ,  0.0114167  ])
624     , -2538.65    , array([ 0.703478   ,  5.08854    ,  0.348897   ,  0.0829957  ,  2.60185    ,  0.0114242  ])
630     , -2538.65    , array([ 0.703459   ,  5.0894     ,  0.348858   ,  0.0830013  ,  2.60259    ,  0.0114213  ])
636     , -2538.65    , array([ 0.70345    ,  5.08945    ,  0.348855   ,  0.0830008  ,  2.6021     ,  0.0114188  ])
642     , -2538.65    , array([ 0.703446   ,  5.08951    ,  0.348866   ,  0.0830028  ,  2.60211    ,  0.0114185  ])
648     , -2538.65    , array([ 0.703434   ,  5.08967    ,  0.348886   ,  0.0830115  ,  2.60211    ,  0.0114174  ])
654     , -2538.65    , array([ 0.703428   ,  5.08981    ,  0.348888   ,  0.0830115  ,  2.60207    ,  0.0114162  ])
660     , -2538.65    , array([ 0.703452   ,  5.08917    ,  0.348919   ,  0.0830095  ,  2.60221    ,  0.0114214  ])
666     , -2538.65    , array([ 0.70341    ,  5.08963    ,  0.348995   ,  0.0830251  ,  2.60156    ,  0.0114154  ])
672     , -2538.65    , array([ 0.703328   ,  5.09075    ,  0.349106   ,  0.083055   ,  2.60057    ,  0.0114033  ])
678     , -2538.65    , array([ 0.703308   ,  5.0912     ,  0.349136   ,  0.0830559  ,  2.60061    ,  0.0114004  ])
684     , -2538.65    , array([ 0.703201   ,  5.09237    ,  0.349333   ,  0.0831     ,  2.59913    ,  0.011386   ])
690     , -2538.65    , array([ 0.703214   ,  5.09388    ,  0.349074   ,  0.083059   ,  2.60061    ,  0.0113818  ])
696     , -2538.65    , array([ 0.703187   ,  5.09375    ,  0.349194   ,  0.0830781  ,  2.59997    ,  0.01138    ])
702     , -2538.65    , array([ 0.703206   ,  5.09321    ,  0.349208   ,  0.0830774  ,  2.59996    ,  0.0113837  ])
708     , -2538.65    , array([ 0.703232   ,  5.09282    ,  0.349166   ,  0.08307    ,  2.60023    ,  0.0113875  ])
714     , -2538.65    , array([ 0.703222   ,  5.09356    ,  0.349074   ,  0.0830624  ,  2.60047    ,  0.0113833  ])
720     , -2538.65    , array([ 0.70312    ,  5.09545    ,  0.349176   ,  0.0830846  ,  2.59973    ,  0.0113672  ])
726     , -2538.65    , array([ 0.703123   ,  5.09635    ,  0.349026   ,  0.0830626  ,  2.60044    ,  0.0113639  ])
732     , -2538.65    , array([ 0.703155   ,  5.09539    ,  0.349037   ,  0.0830654  ,  2.60036    ,  0.0113701  ])
738     , -2538.65    , array([ 0.702962   ,  5.10042    ,  0.348977   ,  0.083079   ,  2.5999     ,  0.0113334  ])
744     , -2538.65    , array([ 0.703062   ,  5.09788    ,  0.348995   ,  0.0830701  ,  2.6002     ,  0.0113522  ])
750     , -2538.65    , array([ 0.703037   ,  5.09837    ,  0.349024   ,  0.0830747  ,  2.60007    ,  0.0113483  ])
756     , -2538.65    , array([ 0.703062   ,  5.09775    ,  0.349016   ,  0.083074   ,  2.60009    ,  0.0113526  ])
762     , -2538.65    , array([ 0.703084   ,  5.09709    ,  0.349048   ,  0.083073   ,  2.60012    ,  0.0113574  ])
768     , -2538.65    , array([ 0.703018   ,  5.09872    ,  0.349039   ,  0.0830798  ,  2.59991    ,  0.0113452  ])
774     , -2538.65    , array([ 0.703003   ,  5.09923    ,  0.349007   ,  0.0830785  ,  2.59995    ,  0.0113418  ])
780     , -2538.65    , array([ 0.703012   ,  5.09892    ,  0.349018   ,  0.0830803  ,  2.5999     ,  0.0113438  ])
786     , -2538.65    , array([ 0.703031   ,  5.09853    ,  0.349006   ,  0.0830763  ,  2.60002    ,  0.0113469  ])
792     , -2538.65    , array([ 0.703034   ,  5.09846    ,  0.349009   ,  0.0830756  ,  2.60004    ,  0.0113475  ])
798     , -2538.65    , array([ 0.703027   ,  5.09868    ,  0.348999   ,  0.0830761  ,  2.60003    ,  0.0113459  ])
804     , -2538.65    , array([ 0.703031   ,  5.09854    ,  0.349008   ,  0.0830769  ,  2.6        ,  0.0113468  ])
810     , -2538.65    , array([ 0.703032   ,  5.09851    ,  0.349009   ,  0.0830767  ,  2.60001    ,  0.011347   ])
816     , -2538.65    , array([ 0.703029   ,  5.09858    ,  0.349007   ,  0.0830769  ,  2.6        ,  0.0113465  ])
822     , -2538.65    , array([ 0.703035   ,  5.09844    ,  0.349007   ,  0.0830763  ,  2.60002    ,  0.0113476  ])
828     , -2538.65    , array([ 0.703038   ,  5.09833    ,  0.349011   ,  0.0830765  ,  2.60001    ,  0.0113483  ])
paramname nuW 5.09837923472 effective pop size 8149301.83657
paramname nuD 0.34900724022 effective pop size 557856.764428
paramname Ts 0.0830759904083 generation 265579.03602
paramname m12 2.60002916396 migration rate 8.13317199745e-07
paramname m21 0.0113480281098 migration rate 3.54978573811e-09
pop10q8domestic0.02fanya30_correctminAN_2dilutetodensity0.02mallard14quantizpoolm_dIM_2array.pickle
{'Ts': [('265579.03602', '0.0830759904083')], 'likelihood': [('-2538.65138573', '-2538.65138573')], 'nuW': [('8149301.83657', '5.09837923472')], 'm12': [('8.13317199745e-07', '2.60002916396')], 'theta': [('2984.72732963', '2984.72732963')], 'nuD': [('557856.764428', '0.34900724022')], 's': [('0.703037316908', '0.703037316908')], 'm21': [('3.54978573811e-09', '0.0113480281098')]}
2017-12-31 16:04:04
cycly  1
/home/liurui/software/Python-2.7/python /home/liurui/life/src/NGS/Analysis/usedadiPy2_7/dadicode.py  -n mallard14 26 -n quantizpool 28 -f pop10q8domestic0.02fanya30_correctminAN_2dilutetodensity0.02 -l 468232.1666268 -m IM_2 -T m_d -p s 0.5 0 1  -p nuW 2 1e-06 20  -p nuD 2 1e-06 20  -p Ts 0.1 1e-06 10  -p m12 1 1e-06 20  -p m21 1 1e-06 20  -b OpgJiebo 70
468232.166627
[('mallard14', '26'), ('quantizpool', '28')]
upper_bound [1.0, 20.0, 20.0, 10.0, 20.0, 20.0]
lower_bound [0.0, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06]
params array([ 0.5,  2. ,  2. ,  0.1,  1. ,  1. ])
paramsname ['s', 'nuW', 'nuD', 'Ts', 'm12', 'm21']

6       , -5471.96    , array([ 0.393471   ,  3.21779    ,  2.71284    ,  0.0692411  ,  0.489417   ,  1.82132    ])
12      , -5210.51    , array([ 0.391438   ,  3.38935    ,  2.69286    ,  0.0811116  ,  0.49127    ,  1.79722    ])
18      , -4857.66    , array([ 0.405722   ,  3.44295    ,  2.89367    ,  0.128893   ,  0.467856   ,  1.84217    ])
24      , -4891.85    , array([ 0.390417   ,  3.50573    ,  2.89869    ,  0.172416   ,  0.442023   ,  1.86522    ])
30      , -4773.85    , array([ 0.406673   ,  3.7197     ,  2.7625     ,  0.138476   ,  0.466328   ,  1.86479    ])
36      , -4615.48    , array([ 0.4335     ,  4.18139    ,  2.76013    ,  0.180284   ,  0.438361   ,  1.80143    ])
42      , -4435.42    , array([ 0.512363   ,  5.00412    ,  2.7654     ,  0.258269   ,  0.385487   ,  1.73972    ])
48      , -3829.99    , array([ 0.632308   ,  5.99953    ,  2.41783    ,  0.143038   ,  0.386024   ,  1.60445    ])
54      , -3627.45    , array([ 0.698226   ,  6.99888    ,  2.47317    ,  0.192551   ,  0.35068    ,  1.47839    ])
60      , -2771.95    , array([ 0.907295   ,  8.41768    ,  1.87372    ,  0.0641156  ,  0.360222   ,  1.34481    ])
66      , -3142.81    , array([ 0.813008   ,  7.5827     ,  2.14751    ,  0.110151   ,  0.356064   ,  1.44908    ])
72      , -2925.53    , array([ 0.861212   ,  8.24741    ,  2.06929    ,  0.0956368  ,  0.358628   ,  1.36674    ])
78      , -3125.6     , array([ 0.872998   ,  7.2149     ,  2.10233    ,  0.0654967  ,  0.379603   ,  1.38919    ])
84      , -2671.59    , array([ 0.937006   ,  8.53676    ,  1.94257    ,  0.0839798  ,  0.338707   ,  1.33514    ])
90      , -2666.12    , array([ 0.915045   ,  8.47543    ,  1.92165    ,  0.0765598  ,  0.349494   ,  1.34577    ])
96      , -2534.78    , array([ 0.9493     ,  7.88769    ,  1.88873    ,  0.0550486  ,  0.352342   ,  1.32972    ])
102     , -2600.6     , array([ 0.931537   ,  8.17924    ,  1.91479    ,  0.0649822  ,  0.352105   ,  1.33632    ])
108     , -2554.69    , array([ 0.969157   ,  8.19424    ,  1.82123    ,  0.0450323  ,  0.346985   ,  1.27537    ])
114     , -2615.32    , array([ 0.974396   ,  7.76765    ,  1.84271    ,  0.0423333  ,  0.351288   ,  1.29448    ])
120     , -2510.58    , array([ 0.963867   ,  7.65104    ,  1.88355    ,  0.0450968  ,  0.356685   ,  1.3106     ])
126     , -2508.37    , array([ 0.964127   ,  7.78081    ,  1.85847    ,  0.0440364  ,  0.354431   ,  1.29992    ])
132     , -2514.61    , array([ 0.970564   ,  7.49556    ,  1.84451    ,  0.0387023  ,  0.357743   ,  1.30288    ])
138     , -2509.32    , array([ 0.967926   ,  7.37357    ,  1.85303    ,  0.0375631  ,  0.361275   ,  1.30824    ])
144     , -2507.16    , array([ 0.963491   ,  7.71139    ,  1.85221    ,  0.043951   ,  0.356613   ,  1.31199    ])
150     , -2507.66    , array([ 0.964159   ,  7.6542     ,  1.86675    ,  0.0437663  ,  0.356915   ,  1.31002    ])
156     , -2506.66    , array([ 0.967709   ,  7.55257    ,  1.83944    ,  0.0396699  ,  0.358492   ,  1.30797    ])
162     , -2506.11    , array([ 0.965904   ,  7.56524    ,  1.85237    ,  0.0407117  ,  0.358275   ,  1.30737    ])
168     , -2505.93    , array([ 0.965474   ,  7.55116    ,  1.84981    ,  0.0417699  ,  0.358706   ,  1.31696    ])
174     , -2505.99    , array([ 0.967065   ,  7.50879    ,  1.839      ,  0.0398633  ,  0.358982   ,  1.31339    ])
180     , -2505.6     , array([ 0.965187   ,  7.56526    ,  1.839      ,  0.0416522  ,  0.358539   ,  1.31912    ])
186     , -2505.32    , array([ 0.964182   ,  7.5301     ,  1.82255    ,  0.0421857  ,  0.359675   ,  1.33467    ])
192     , -2504.69    , array([ 0.964977   ,  7.49067    ,  1.80896    ,  0.0414871  ,  0.360457   ,  1.34087    ])
198     , -2503.87    , array([ 0.964369   ,  7.42685    ,  1.78671    ,  0.0423677  ,  0.361608   ,  1.36339    ])
204     , -2502.14    , array([ 0.964024   ,  7.25663    ,  1.73275    ,  0.0421336  ,  0.365579   ,  1.40976    ])
210     , -2499.41    , array([ 0.962009   ,  6.97417    ,  1.61997    ,  0.0430073  ,  0.372903   ,  1.51509    ])
216     , -2493.08    , array([ 0.961773   ,  6.48314    ,  1.45569    ,  0.0429756  ,  0.385112   ,  1.69498    ])
222     , -2484.5     , array([ 0.961077   ,  5.63177    ,  1.20256    ,  0.0429712  ,  0.409993   ,  2.08842    ])
228     , -2485.93    , array([ 0.960582   ,  4.08896    ,  0.767273   ,  0.0405374  ,  0.472853   ,  3.34964    ])
234     , -2475.29    , array([ 0.958133   ,  4.6685     ,  0.916483   ,  0.0463445  ,  0.44523    ,  2.82338    ])
240     , -2475.64    , array([ 0.955333   ,  4.14517    ,  0.767431   ,  0.048496   ,  0.470313   ,  3.43196    ])
246     , -2477.35    , array([ 0.955689   ,  4.835      ,  0.959947   ,  0.0511473  ,  0.438611   ,  2.73356    ])
252     , -2475.44    , array([ 0.959515   ,  4.65992    ,  0.922537   ,  0.0455797  ,  0.444406   ,  2.80201    ])
258     , -2474.95    , array([ 0.956127   ,  4.31039    ,  0.812974   ,  0.0479482  ,  0.462613   ,  3.22522    ])
264     , -2474.5     , array([ 0.957062   ,  4.4105     ,  0.848104   ,  0.0479653  ,  0.456588   ,  3.09145    ])
270     , -2474.61    , array([ 0.956506   ,  4.3835     ,  0.837445   ,  0.0481338  ,  0.458224   ,  3.13151    ])
276     , -2474.39    , array([ 0.958378   ,  4.40478    ,  0.847388   ,  0.0470913  ,  0.45638    ,  3.0826     ])
282     , -2474.13    , array([ 0.957754   ,  4.2637     ,  0.800098   ,  0.047459   ,  0.46391    ,  3.26849    ])
288     , -2473.81    , array([ 0.957747   ,  4.35604    ,  0.818245   ,  0.0475057  ,  0.460107   ,  3.18169    ])
294     , -2473.56    , array([ 0.958442   ,  4.2617     ,  0.777804   ,  0.0467846  ,  0.465947   ,  3.32246    ])
300     , -2472.67    , array([ 0.957928   ,  4.43123    ,  0.788782   ,  0.046234   ,  0.461551   ,  3.21659    ])
306     , -2471.24    , array([ 0.957857   ,  4.42476    ,  0.746326   ,  0.0465975  ,  0.466165   ,  3.34851    ])
312     , -2467.69    , array([ 0.95436    ,  4.4959     ,  0.66682    ,  0.0488745  ,  0.47483    ,  3.62484    ])
318     , -2462.24    , array([ 0.948647   ,  5.11761    ,  0.640761   ,  0.0525151  ,  0.468163   ,  3.53337    ])
324     , -2451.97    , array([ 0.943088   ,  5.45488    ,  0.436316   ,  0.0546004  ,  0.495538   ,  4.48699    ])
330     , -2449.5     , array([ 0.925133   ,  6.89145    ,  0.227401   ,  0.0651949  ,  0.535852   ,  6.45576    ])
336     , -2445.72    , array([ 0.930092   ,  6.63719    ,  0.275353   ,  0.0615814  ,  0.520551   ,  5.70005    ])
342     , -2444.77    , array([ 0.930612   ,  7.03067    ,  0.315915   ,  0.0616989  ,  0.502739   ,  5.02998    ])
348     , -2448.53    , array([ 0.926511   ,  7.9337     ,  0.281933   ,  0.0628805  ,  0.501928   ,  5.12447    ])
354     , -2444.19    , array([ 0.931357   ,  6.96721    ,  0.334118   ,  0.0608534  ,  0.498673   ,  4.8511     ])
360     , -2443.8     , array([ 0.929659   ,  6.75664    ,  0.324419   ,  0.0633492  ,  0.504991   ,  5.07724    ])
366     , -2443.74    , array([ 0.930633   ,  7.01586    ,  0.342359   ,  0.0610456  ,  0.496419   ,  4.76004    ])
372     , -2443.04    , array([ 0.92819    ,  6.69233    ,  0.328681   ,  0.0635462  ,  0.505675   ,  5.07035    ])
378     , -2442.7     , array([ 0.92239    ,  7.68047    ,  0.33141    ,  0.0651802  ,  0.494234   ,  4.72679    ])
384     , -2441.73    , array([ 0.922398   ,  6.8095     ,  0.291311   ,  0.066284   ,  0.516821   ,  5.52611    ])
390     , -2441.03    , array([ 0.914352   ,  7.09945    ,  0.257648   ,  0.0693933  ,  0.526798   ,  5.97064    ])
